fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,White
6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,5,White
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,White
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,Red
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,White
7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,4,White
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,Red
5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,White
8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6,White
5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6,White
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7,Red
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,White
7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6,White
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6,Red
7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,5,Red
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,Red
6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6,White
7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,5,White
7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,5,White
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,White
7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,5,White
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6,Red
6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6,White
5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6,White
6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,7,White
8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6,White
6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,6,White
6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6,White
5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,5,White
8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,6,White
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6,Red
6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,6,White
8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,5,Red
9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,7,White
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,White
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,White
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5,White
6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6,White
8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,6,White
5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7,White
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7,White
6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11,6,White
6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,7,White
9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,5,Red
7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,6,White
7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,6,Red
7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5,White
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,White
7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6,White
